TransactionID,Date,ProductName,Category,Region,SalesChannel,Quantity,UnitPrice,TotalAmount,PaymentMode,CustomerID
TXN004788,3/14/2025,Perfume 100ml,Beauty & Personal Care,East,Offline,1,1968.34,1968.34,UPI,CUST0809
TXN005292,3/14/2025,Hair Oil,Beauty & Personal Care,South,Online,1,308.9,308.9,Cash,CUST0544
TXN003204,3/15/2025,Sunflower Oil 1L,Grocery,South,Online,1,153.19,153.19,UPI,CUST0166
TXN005806,3/15/2025,Mixer Grinder,Home & Kitchen,North,Online,1,3670.29,3670.29,Net Banking,CUST0727
TXN000018,3/15/2025,Denim Jeans,Clothing,South,Online,2,800.8,1601.6,UPI,CUST0844
TXN000356,3/15/2025,Basmati Rice 5kg,Grocery,South,Online,3,523.15,1569.45,Net Banking,CUST0396
TXN003435,3/15/2025,Wheat Flour 5kg,Grocery,East,Offline,2,310.96,621.92,Credit Card,CUST0356
TXN000413,3/15/2025,Non-Stick Pan,Home & Kitchen,West,Offline,1,541.97,541.97,UPI,CUST0489
TXN003777,3/15/2025,Hair Oil,Beauty & Personal Care,West,Online,1,197.73,197.73,Credit Card,CUST0049
TXN005289,3/15/2025,LED TV 32in,Electronics,South,Online,1,9236.13,9236.13,UPI,CUST0128
TXN003564,3/15/2025,Bed Sheet Set,Home & Kitchen,South,Offline,2,1079.07,2158.14,UPI,CUST0128
TXN005096,3/15/2025,Perfume 100ml,Beauty & Personal Care,North,Offline,1,1279.26,1279.26,Cash,CUST0582
TXN001451,3/15/2025,Basmati Rice 5kg,Grocery,North,Offline,3,499.34,1498.02,UPI,CUST0537
TXN000931,3/15/2025,Wireless Earbuds,Electronics,North,Offline,2,3848.78,7697.56,Cash,CUST0874
TXN003555,3/15/2025,Smartwatch,Electronics,West,Offline,4,3988.43,15953.72,UPI,CUST0772
TXN001092,3/15/2025,Shampoo 400ml,Beauty & Personal Care,South,Online,1,213.88,213.88,Cash,CUST0151
TXN005445,3/15/2025,Water Bottle,Home & Kitchen,East,Online,4,424.2,1696.8,Credit Card,CUST0390
TXN004800,3/15/2025,Body Lotion,Beauty & Personal Care,East,Online,4,570.61,2282.44,Net Banking,CUST0265
TXN000457,3/16/2025,Hair Oil,Beauty & Personal Care,West,Offline,1,169.12,169.12,Cash,CUST0801
TXN001067,3/16/2025,Sunflower Oil 1L,Grocery,West,Offline,3,173.76,521.28,Cash,CUST0179
TXN005349,3/16/2025,Power Bank 10000mAh,Electronics,West,Online,1,1459.56,1459.56,Net Banking,CUST0631
TXN005089,3/16/2025,Perfume 100ml,Beauty & Personal Care,East,Online,4,2265.51,9062.04,Net Banking,CUST0569
TXN004844,3/16/2025,Bed Sheet Set,Home & Kitchen,North,Online,3,731.77,2195.31,Credit Card,CUST0892
TXN005558,3/16/2025,Sunflower Oil 1L,Grocery,West,Online,2,146.95,293.9,UPI,CUST0379
TXN004487,3/16/2025,Perfume 100ml,Beauty & Personal Care,North,Online,1,2381.86,2381.86,UPI,CUST0407
TXN002858,3/16/2025,Winter Jacket,Clothing,West,Offline,1,1233.87,1233.87,UPI,CUST0312
TXN002372,3/16/2025,Shampoo 400ml,Beauty & Personal Care,North,Online,4,468.74,1874.96,Credit Card,CUST0009
TXN003871,3/16/2025,Formal Shirt,Clothing,West,Offline,4,1376.29,5505.16,Credit Card,CUST0008
TXN002811,3/16/2025,Mixer Grinder,Home & Kitchen,South,Online,2,3801.87,7603.74,Credit Card,CUST0010
TXN000084,3/16/2025,Mixer Grinder,Home & Kitchen,South,Online,1,3134.63,3134.63,UPI,CUST0070
TXN004152,3/16/2025,Perfume 100ml,Beauty & Personal Care,South,Offline,3,2400.57,7201.71,UPI,CUST0718
TXN002102,3/16/2025,Kids Hoodie,Clothing,East,Online,1,924.71,924.71,Net Banking,CUST0712
TXN003724,3/16/2025,Power Bank 10000mAh,Electronics,West,Online,1,1511.3,1511.3,UPI,CUST0592
TXN005213,3/16/2025,Laptop Bag,Electronics,East,Online,1,1070.61,1070.61,Credit Card,CUST0815
TXN000438,3/16/2025,Wheat Flour 5kg,Grocery,South,Offline,1,259.6,259.6,Credit Card,CUST0579
TXN000992,3/16/2025,Women's Kurti,Clothing,West,Online,1,1366.35,1366.35,Cash,CUST0374
TXN000681,3/16/2025,Women's Kurti,Clothing,East,Offline,4,989.94,3959.76,Net Banking,CUST0221
TXN005164,3/16/2025,Bed Sheet Set,Home & Kitchen,West,Online,5,1203.89,6019.45,UPI,CUST0506
TXN004690,3/16/2025,Body Lotion,Beauty & Personal Care,North,Online,1,554.92,554.92,UPI,CUST0542
TXN004055,3/16/2025,Winter Jacket,Clothing,West,Offline,2,1526.92,3053.84,UPI,CUST0412
TXN001081,3/16/2025,Bed Sheet Set,Home & Kitchen,South,Online,1,726.27,726.27,Net Banking,CUST0179
TXN001000,3/16/2025,Denim Jeans,Clothing,South,Online,2,882.48,1764.96,Net Banking,CUST0700
TXN005826,3/17/2025,Denim Jeans,Clothing,East,Online,4,1692.17,6768.68,Net Banking,CUST0087
TXN001504,3/17/2025,Basmati Rice 5kg,Grocery,South,Online,1,582.69,582.69,UPI,CUST0278
TXN002161,3/17/2025,Bluetooth Speaker,Electronics,South,Online,1,2243.46,2243.46,Credit Card,CUST0268
TXN003344,3/17/2025,Sunflower Oil 1L,Grocery,West,Offline,5,189.73,948.65,UPI,CUST0413
TXN000910,3/17/2025,LED Bulb Pack,Home & Kitchen,West,Offline,1,298.26,298.26,Credit Card,CUST0094
TXN001991,3/17/2025,Body Lotion,Beauty & Personal Care,East,Online,1,592.5,592.5,Credit Card,CUST0304
TXN001736,3/17/2025,Men's T-Shirt,Clothing,North,Online,2,410.02,820.04,Net Banking,CUST0569
TXN004310,3/17/2025,Bluetooth Speaker,Electronics,East,Offline,1,2484.38,2484.38,UPI,CUST0175
TXN001323,3/17/2025,LED TV 32in,Electronics,West,Offline,1,10197.98,10197.98,Cash,CUST0092
TXN002217,3/17/2025,Smartwatch,Electronics,South,Online,1,3307.87,3307.87,Credit Card,CUST0654
TXN000803,3/17/2025,Perfume 100ml,Beauty & Personal Care,South,Online,3,1143.98,3431.94,UPI,CUST0278
TXN001654,3/17/2025,Water Bottle,Home & Kitchen,North,Online,1,464.84,464.84,Net Banking,CUST0844
TXN004355,3/17/2025,Pressure Cooker,Home & Kitchen,East,Offline,1,1046.96,1046.96,UPI,CUST0768
TXN003033,3/17/2025,Perfume 100ml,Beauty & Personal Care,South,Online,2,1417.47,2834.94,UPI,CUST0533
TXN002895,3/17/2025,Hair Oil,Beauty & Personal Care,North,Offline,1,292.77,292.77,Net Banking,CUST0035
TXN005249,3/17/2025,Formal Shirt,Clothing,South,Online,2,1279,2558,Credit Card,CUST0533
TXN002277,3/17/2025,Wireless Earbuds,Electronics,East,Online,5,3340.56,16702.8,UPI,CUST0569
TXN002073,3/17/2025,Non-Stick Pan,Home & Kitchen,North,Offline,2,803.91,1607.82,Net Banking,CUST0706
TXN002560,3/17/2025,Perfume 100ml,Beauty & Personal Care,South,Online,3,897.52,2692.56,Credit Card,CUST0550
TXN000393,3/17/2025,Women's Kurti,Clothing,West,Offline,1,1331.9,1331.9,Net Banking,CUST0501
TXN003733,3/17/2025,Denim Jeans,Clothing,East,Offline,1,1950.1,1950.1,Cash,CUST0717
TXN003718,3/18/2025,Power Bank 10000mAh,Electronics,East,Online,3,939.17,2817.51,Net Banking,CUST0781
TXN005359,3/18/2025,LED Bulb Pack,Home & Kitchen,East,Offline,2,242.03,484.06,Credit Card,CUST0746
TXN001653,3/18/2025,LED Bulb Pack,Home & Kitchen,South,Online,1,314.84,314.84,Credit Card,CUST0719
TXN002778,3/18/2025,Water Bottle,Home & Kitchen,West,Offline,2,477.5,955,Credit Card,CUST0353
TXN002642,3/18/2025,Non-Stick Pan,Home & Kitchen,South,Offline,4,610.15,2440.6,UPI,CUST0720
TXN001974,3/18/2025,Pressure Cooker,Home & Kitchen,North,Online,1,1587.2,1587.2,UPI,CUST0391
TXN004548,3/18/2025,Wheat Flour 5kg,Grocery,North,Online,2,327.65,655.3,UPI,CUST0532
TXN004976,3/18/2025,Tea Powder 500g,Grocery,North,Offline,4,255.99,1023.96,UPI,CUST0243
TXN000120,3/18/2025,Men's T-Shirt,Clothing,West,Offline,2,689.9,1379.8,Credit Card,CUST0035
TXN005407,3/18/2025,LED TV 32in,Electronics,North,Offline,1,15641.53,15641.53,Cash,CUST0351
TXN000897,3/18/2025,Hair Oil,Beauty & Personal Care,East,Offline,1,301.67,301.67,Credit Card,CUST0626
TXN003897,3/18/2025,LED Bulb Pack,Home & Kitchen,West,Online,1,317.98,317.98,UPI,CUST0155
TXN003549,3/18/2025,Body Lotion,Beauty & Personal Care,West,Offline,1,560.23,560.23,Credit Card,CUST0306
TXN003463,3/18/2025,Denim Jeans,Clothing,East,Online,2,986.97,1973.94,Cash,CUST0679
TXN002710,3/18/2025,Women's Kurti,Clothing,South,Online,1,514.54,514.54,Net Banking,CUST0864
TXN000182,3/18/2025,Bed Sheet Set,Home & Kitchen,South,Offline,2,1001.58,2003.16,Credit Card,CUST0087
TXN005787,3/18/2025,Women's Kurti,Clothing,South,Offline,4,1475.12,5900.48,UPI,CUST0346
TXN004988,3/18/2025,Bluetooth Speaker,Electronics,East,Offline,3,1900.53,5701.59,UPI,CUST0811
TXN000930,3/18/2025,Hair Oil,Beauty & Personal Care,East,Offline,2,123.58,247.16,Credit Card,CUST0265
TXN004299,3/18/2025,Smartwatch,Electronics,East,Offline,1,5704.73,5704.73,Cash,CUST0361
TXN001275,3/18/2025,Smartwatch,Electronics,North,Offline,3,2637.78,7913.34,Net Banking,CUST0218
TXN000401,3/19/2025,Basmati Rice 5kg,Grocery,East,Online,1,395.08,395.08,Net Banking,CUST0034
TXN005978,3/19/2025,Winter Jacket,Clothing,East,Online,1,2564.19,2564.19,UPI,CUST0184
TXN001042,3/19/2025,Power Bank 10000mAh,Electronics,East,Online,1,1508.04,1508.04,UPI,CUST0306
TXN003859,3/19/2025,Kids Hoodie,Clothing,East,Online,1,1197.04,1197.04,UPI,CUST0419
TXN004517,3/19/2025,Smartwatch,Electronics,North,Offline,2,3139.79,6279.58,Credit Card,CUST0323
TXN002501,3/19/2025,Sugar 1kg,Grocery,West,Offline,1,45.97,45.97,Cash,CUST0065
TXN000522,3/19/2025,Winter Jacket,Clothing,North,Online,4,2725.67,10902.68,Credit Card,CUST0463
TXN001101,3/19/2025,Laptop Bag,Electronics,South,Online,3,874.81,2624.43,UPI,CUST0246
TXN001261,3/19/2025,Shampoo 400ml,Beauty & Personal Care,West,Online,1,395.9,395.9,Cash,CUST0552
TXN000262,3/19/2025,Perfume 100ml,Beauty & Personal Care,South,Online,1,2155.86,2155.86,UPI,CUST0122
TXN000088,3/19/2025,Toor Dal 1kg,Grocery,North,Online,1,162.22,162.22,UPI,CUST0399
TXN002237,3/19/2025,Non-Stick Pan,Home & Kitchen,East,Offline,1,648.48,648.48,Cash,CUST0660
TXN000328,3/19/2025,Sunflower Oil 1L,Grocery,North,Online,2,159.96,319.92,Net Banking,CUST0252
TXN000463,3/19/2025,Toor Dal 1kg,Grocery,East,Online,1,165.17,165.17,UPI,CUST0533
TXN000256,3/19/2025,Women's Kurti,Clothing,East,Offline,1,600.2,600.2,Credit Card,CUST0672
TXN003760,3/19/2025,Shampoo 400ml,Beauty & Personal Care,East,Online,3,290.75,872.25,Credit Card,CUST0631
TXN001802,3/19/2025,Toor Dal 1kg,Grocery,South,Offline,2,150.41,300.82,UPI,CUST0870
TXN004390,3/19/2025,Sugar 1kg,Grocery,West,Offline,1,57.41,57.41,Credit Card,CUST0631
TXN003643,3/20/2025,Pressure Cooker,Home & Kitchen,East,Online,2,1180.24,2360.48,Net Banking,CUST0201
TXN005941,3/20/2025,Kids Hoodie,Clothing,North,Offline,2,786.23,1572.46,Net Banking,CUST0811
TXN005431,3/20/2025,Pressure Cooker,Home & Kitchen,West,Online,4,2248.29,8993.16,Credit Card,CUST0036
TXN005029,3/20/2025,Sunscreen SPF50,Beauty & Personal Care,East,Online,5,483.68,2418.4,Credit Card,CUST0532
TXN004111,3/20/2025,Tea Powder 500g,Grocery,West,Online,3,188.77,566.31,Net Banking,CUST0157
TXN001242,3/20/2025,LED Bulb Pack,Home & Kitchen,West,Online,1,348.38,348.38,UPI,CUST0482
TXN002406,3/20/2025,Sugar 1kg,Grocery,East,Online,1,50.71,50.71,Credit Card,CUST0320
TXN001687,3/20/2025,Toor Dal 1kg,Grocery,West,Online,3,169.97,509.91,UPI,CUST0070
TXN003069,3/20/2025,Water Bottle,Home & Kitchen,East,Online,2,159.75,319.5,UPI,CUST0514
TXN004322,3/20/2025,Hair Oil,Beauty & Personal Care,East,Online,1,159.33,159.33,Cash,CUST0433
TXN002441,3/20/2025,Men's T-Shirt,Clothing,East,Online,2,304.75,609.5,Credit Card,CUST0794
TXN002736,3/20/2025,Mixer Grinder,Home & Kitchen,South,Online,1,3479.51,3479.51,UPI,CUST0445
TXN001147,3/20/2025,Water Bottle,Home & Kitchen,South,Online,1,493.4,493.4,UPI,CUST0066
TXN003500,3/20/2025,Women's Kurti,Clothing,South,Offline,2,1458.59,2917.18,Credit Card,CUST0121
TXN000046,3/20/2025,Women's Kurti,Clothing,South,Offline,4,524.79,2099.16,UPI,CUST0010
TXN003432,3/20/2025,Face Wash,Beauty & Personal Care,East,Offline,3,261.47,784.41,UPI,CUST0127
TXN003914,3/20/2025,Kids Hoodie,Clothing,East,Online,3,738.08,2214.24,Cash,CUST0465
TXN005122,3/21/2025,Formal Shirt,Clothing,West,Offline,2,1296.97,2593.94,Cash,CUST0759
TXN003750,3/21/2025,Tea Powder 500g,Grocery,South,Online,1,268.24,268.24,Cash,CUST0160
TXN003565,3/21/2025,Shampoo 400ml,Beauty & Personal Care,West,Online,1,363.95,363.95,Credit Card,CUST0576
TXN001931,3/21/2025,Body Lotion,Beauty & Personal Care,East,Online,1,379.34,379.34,UPI,CUST0442
TXN005595,3/21/2025,Toor Dal 1kg,Grocery,West,Online,1,136.26,136.26,Cash,CUST0859
TXN004291,3/21/2025,Winter Jacket,Clothing,East,Offline,1,2414.07,2414.07,Credit Card,CUST0304
TXN005104,3/21/2025,Mixer Grinder,Home & Kitchen,East,Offline,1,4049.04,4049.04,UPI,CUST0532
TXN005223,3/21/2025,Mixer Grinder,Home & Kitchen,West,Offline,1,4181.64,4181.64,Cash,CUST0002
TXN002398,3/21/2025,Bed Sheet Set,Home & Kitchen,West,Offline,1,1675.66,1675.66,UPI,CUST0070
TXN000420,3/21/2025,Wheat Flour 5kg,Grocery,East,Offline,3,295.87,887.61,Credit Card,CUST0056
TXN002912,3/21/2025,Wheat Flour 5kg,Grocery,East,Offline,2,296.29,592.58,Cash,CUST0415
TXN003967,3/21/2025,LED Bulb Pack,Home & Kitchen,East,Offline,2,183.56,367.12,Net Banking,CUST0325
TXN000709,3/21/2025,Non-Stick Pan,Home & Kitchen,North,Online,4,829.57,3318.28,UPI,CUST0225
TXN004972,3/21/2025,Basmati Rice 5kg,Grocery,South,Online,4,581.28,2325.12,UPI,CUST0227
TXN001459,3/21/2025,Wireless Earbuds,Electronics,South,Offline,1,1385.85,1385.85,Credit Card,CUST0478
TXN003300,3/21/2025,Non-Stick Pan,Home & Kitchen,West,Online,1,1009.81,1009.81,UPI,CUST0532
TXN001825,3/21/2025,Wheat Flour 5kg,Grocery,North,Online,1,291.14,291.14,Credit Card,CUST0368
TXN001432,3/21/2025,Non-Stick Pan,Home & Kitchen,North,Offline,1,1030.53,1030.53,Credit Card,CUST0055
TXN001040,3/21/2025,Water Bottle,Home & Kitchen,North,Online,4,348.13,1392.52,UPI,CUST0071
TXN002135,3/21/2025,Wheat Flour 5kg,Grocery,North,Online,4,254.91,1019.64,Cash,CUST0256
TXN003919,3/22/2025,Face Wash,Beauty & Personal Care,East,Offline,2,262.36,524.72,Credit Card,CUST0793
TXN003924,3/22/2025,Shampoo 400ml,Beauty & Personal Care,North,Online,1,180.78,180.78,UPI,CUST0366
TXN005237,3/22/2025,Women's Kurti,Clothing,West,Offline,2,644.61,1289.22,UPI,CUST0384
TXN001884,3/22/2025,Sunscreen SPF50,Beauty & Personal Care,North,Offline,3,311.77,935.31,UPI,CUST0708
TXN003597,3/22/2025,Toor Dal 1kg,Grocery,North,Online,1,177.33,177.33,Cash,CUST0446
TXN005684,3/22/2025,LED Bulb Pack,Home & Kitchen,East,Offline,2,254.9,509.8,Credit Card,CUST0081
TXN002523,3/22/2025,Women's Kurti,Clothing,South,Offline,1,681.17,681.17,Credit Card,CUST0679
TXN002871,3/22/2025,Basmati Rice 5kg,Grocery,North,Offline,1,525.3,525.3,Credit Card,CUST0486
TXN005117,3/22/2025,Wheat Flour 5kg,Grocery,East,Offline,1,294.43,294.43,Credit Card,CUST0127
TXN002473,3/22/2025,Kids Hoodie,Clothing,South,Online,3,932.55,2797.65,Cash,CUST0248
TXN001325,3/22/2025,LED Bulb Pack,Home & Kitchen,East,Offline,2,281.88,563.76,Credit Card,CUST0012
TXN003046,3/22/2025,Laptop Bag,Electronics,West,Offline,2,1412.2,2824.4,Net Banking,CUST0013
TXN002020,3/22/2025,Body Lotion,Beauty & Personal Care,East,Online,1,218.32,218.32,Credit Card,CUST0273
TXN001446,3/22/2025,Sunflower Oil 1L,Grocery,West,Online,1,209.74,209.74,UPI,CUST0572
TXN004567,3/22/2025,Non-Stick Pan,Home & Kitchen,South,Online,2,980.73,1961.46,Net Banking,CUST0689
TXN000602,3/22/2025,LED TV 32in,Electronics,North,Online,4,13484.06,53936.24,Net Banking,CUST0439
TXN001964,3/22/2025,Winter Jacket,Clothing,East,Online,1,2614.22,2614.22,Cash,CUST0510
TXN004335,3/22/2025,Wheat Flour 5kg,Grocery,South,Online,1,253.35,253.35,Credit Card,CUST0458
TXN001530,3/22/2025,Toor Dal 1kg,Grocery,East,Online,1,143.28,143.28,Net Banking,CUST0794
TXN002083,3/22/2025,Formal Shirt,Clothing,North,Offline,1,621.25,621.25,Credit Card,CUST0615
TXN003383,3/23/2025,Kids Hoodie,Clothing,North,Offline,2,772.88,1545.76,Net Banking,CUST0198
TXN002304,3/23/2025,Bluetooth Speaker,Electronics,North,Online,1,2700.08,2700.08,Credit Card,CUST0766
TXN000957,3/23/2025,Toor Dal 1kg,Grocery,East,Online,1,173.63,173.63,Credit Card,CUST0674
TXN005769,3/23/2025,Water Bottle,Home & Kitchen,West,Online,2,246.8,493.6,UPI,CUST0141
TXN000134,3/23/2025,Body Lotion,Beauty & Personal Care,South,Online,2,522.6,1045.2,UPI,CUST0117
TXN004318,3/23/2025,Water Bottle,Home & Kitchen,West,Online,3,267.79,803.37,UPI,CUST0659
TXN002907,3/23/2025,Basmati Rice 5kg,Grocery,North,Online,2,552.81,1105.62,Credit Card,CUST0397
TXN002408,3/23/2025,Kids Hoodie,Clothing,North,Online,3,1025.29,3075.87,UPI,CUST0068
TXN003058,3/24/2025,LED TV 32in,Electronics,North,Online,4,14763.3,59053.2,UPI,CUST0391
TXN004455,3/24/2025,Women's Kurti,Clothing,North,Online,3,640.48,1921.44,Cash,CUST0478
TXN004846,3/24/2025,Laptop Bag,Electronics,East,Offline,1,1367.07,1367.07,Credit Card,CUST0595
TXN004936,3/24/2025,Sunflower Oil 1L,Grocery,North,Online,4,156.05,624.2,UPI,CUST0519
TXN003678,3/24/2025,Wheat Flour 5kg,Grocery,North,Offline,2,316.98,633.96,Credit Card,CUST0199
TXN004244,3/24/2025,Body Lotion,Beauty & Personal Care,South,Online,2,305.85,611.7,Credit Card,CUST0680
TXN005884,3/24/2025,Perfume 100ml,Beauty & Personal Care,South,Offline,1,1652.21,1652.21,Credit Card,CUST0281
TXN001674,3/24/2025,LED Bulb Pack,Home & Kitchen,South,Online,1,370.06,370.06,UPI,CUST0438
TXN000080,3/24/2025,Laptop Bag,Electronics,South,Online,1,1207.15,1207.15,Cash,CUST0520
TXN004066,3/24/2025,Non-Stick Pan,Home & Kitchen,East,Offline,3,1026.16,3078.48,Cash,CUST0204
TXN005047,3/24/2025,Face Wash,Beauty & Personal Care,North,Online,1,401.81,401.81,Credit Card,CUST0307
TXN001564,3/24/2025,Perfume 100ml,Beauty & Personal Care,North,Online,4,722.62,2890.48,Cash,CUST0503
TXN003870,3/24/2025,Toor Dal 1kg,Grocery,East,Offline,2,138.32,276.64,UPI,CUST0314
TXN004585,3/24/2025,Perfume 100ml,Beauty & Personal Care,South,Offline,1,1260.41,1260.41,Credit Card,CUST0595
TXN003272,3/24/2025,Bluetooth Speaker,Electronics,West,Online,1,3255.34,3255.34,Credit Card,CUST0887
TXN004735,3/25/2025,Wireless Earbuds,Electronics,South,Online,3,1088.01,3264.03,UPI,CUST0179
TXN005969,3/25/2025,LED Bulb Pack,Home & Kitchen,South,Online,1,163.44,163.44,Credit Card,CUST0509
TXN002154,3/25/2025,Sunflower Oil 1L,Grocery,North,Online,2,211.4,422.8,Net Banking,CUST0262
TXN000485,3/25/2025,Denim Jeans,Clothing,West,Online,4,930.13,3720.52,UPI,CUST0558
TXN003893,3/25/2025,Bed Sheet Set,Home & Kitchen,North,Offline,1,1368.3,1368.3,UPI,CUST0056
TXN001904,3/25/2025,Laptop Bag,Electronics,South,Online,1,1650.18,1650.18,UPI,CUST0852
TXN005312,3/25/2025,Basmati Rice 5kg,Grocery,West,Online,3,450.62,1351.86,Credit Card,CUST0119
TXN002155,3/25/2025,Mixer Grinder,Home & Kitchen,South,Online,1,3675.41,3675.41,Net Banking,CUST0558
TXN003957,3/25/2025,Face Wash,Beauty & Personal Care,South,Offline,1,309.06,309.06,UPI,CUST0140
TXN001309,3/25/2025,Basmati Rice 5kg,Grocery,South,Offline,4,391.02,1564.08,UPI,CUST0265
TXN004837,3/25/2025,Power Bank 10000mAh,Electronics,South,Offline,2,1534.65,3069.3,Credit Card,CUST0534
TXN003586,3/25/2025,Toor Dal 1kg,Grocery,West,Online,3,168.18,504.54,UPI,CUST0659
TXN005847,3/25/2025,Laptop Bag,Electronics,West,Offline,2,891.52,1783.04,Net Banking,CUST0578
TXN000732,3/25/2025,Wireless Earbuds,Electronics,East,Offline,5,2658.35,13291.75,Cash,CUST0315
TXN001710,3/25/2025,Sunscreen SPF50,Beauty & Personal Care,South,Online,2,312.33,624.66,Cash,CUST0056
TXN001608,3/25/2025,Mixer Grinder,Home & Kitchen,East,Offline,1,4127.48,4127.48,UPI,CUST0402
TXN000424,3/25/2025,Non-Stick Pan,Home & Kitchen,South,Online,1,483.78,483.78,Credit Card,CUST0208
TXN002964,3/25/2025,Winter Jacket,Clothing,West,Online,2,2490.02,4980.04,UPI,CUST0242
TXN003833,3/25/2025,Women's Kurti,Clothing,South,Offline,3,1158.59,3475.77,UPI,CUST0633
TXN000460,3/25/2025,Tea Powder 500g,Grocery,West,Offline,5,313.2,1566,UPI,CUST0519
TXN003376,3/26/2025,Sunflower Oil 1L,Grocery,South,Online,5,150.86,754.3,UPI,CUST0510
TXN002867,3/26/2025,Winter Jacket,Clothing,West,Offline,2,1703.76,3407.52,Credit Card,CUST0519
TXN005736,3/26/2025,LED TV 32in,Electronics,East,Online,3,10602.69,31808.07,Cash,CUST0307
TXN000203,3/26/2025,Non-Stick Pan,Home & Kitchen,North,Offline,1,1030.82,1030.82,Credit Card,CUST0790
TXN002106,3/26/2025,Sunscreen SPF50,Beauty & Personal Care,East,Offline,2,507.81,1015.62,Credit Card,CUST0743
TXN005101,3/26/2025,Toor Dal 1kg,Grocery,North,Offline,1,113.14,113.14,UPI,CUST0550
TXN001185,3/26/2025,Non-Stick Pan,Home & Kitchen,North,Offline,3,962.07,2886.21,UPI,CUST0480
TXN001767,3/26/2025,Pressure Cooker,Home & Kitchen,North,Online,2,1974.82,3949.64,Credit Card,CUST0131
TXN003972,3/26/2025,Wireless Earbuds,Electronics,West,Online,2,3406.88,6813.76,Cash,CUST0127
TXN000738,3/26/2025,Sugar 1kg,Grocery,South,Offline,4,54.36,217.44,Net Banking,CUST0143
TXN003340,3/26/2025,LED TV 32in,Electronics,East,Online,1,13501.9,13501.9,Net Banking,CUST0304
TXN003523,3/26/2025,LED Bulb Pack,Home & Kitchen,West,Online,4,244.2,976.8,Net Banking,CUST0523
TXN002120,3/26/2025,Men's T-Shirt,Clothing,South,Offline,3,402.75,1208.25,Credit Card,CUST0700
TXN001749,3/26/2025,Toor Dal 1kg,Grocery,North,Online,2,152.88,305.76,UPI,CUST0397
TXN001566,3/26/2025,LED Bulb Pack,Home & Kitchen,West,Offline,1,271.63,271.63,UPI,CUST0193
TXN000973,3/26/2025,Bed Sheet Set,Home & Kitchen,South,Offline,3,976.43,2929.29,Net Banking,CUST0462
TXN000232,3/26/2025,Bed Sheet Set,Home & Kitchen,West,Online,4,983.18,3932.72,Credit Card,CUST0448
TXN000757,3/26/2025,Bed Sheet Set,Home & Kitchen,South,Online,2,853.03,1706.06,Cash,CUST0491
TXN001508,3/27/2025,Perfume 100ml,Beauty & Personal Care,North,Online,4,2087.34,8349.36,Net Banking,CUST0205
TXN001326,3/27/2025,Bluetooth Speaker,Electronics,West,Offline,1,1929.54,1929.54,Cash,CUST0428
TXN002471,3/27/2025,Kids Hoodie,Clothing,West,Offline,1,1198,1198,UPI,CUST0208
TXN003390,3/27/2025,Formal Shirt,Clothing,West,Offline,3,909.68,2729.04,Net Banking,CUST0717
TXN000491,3/27/2025,Sugar 1kg,Grocery,North,Offline,2,44.97,89.94,Credit Card,CUST0227
TXN005149,3/27/2025,Hair Oil,Beauty & Personal Care,West,Online,3,270.76,812.28,Credit Card,CUST0724
TXN000885,3/27/2025,Face Wash,Beauty & Personal Care,North,Online,2,278.13,556.26,UPI,CUST0560
TXN001682,3/27/2025,Sugar 1kg,Grocery,North,Offline,1,54.89,54.89,Cash,CUST0794
TXN000668,3/27/2025,Bluetooth Speaker,Electronics,East,Online,1,1561.11,1561.11,Credit Card,CUST0092
TXN000279,3/27/2025,Tea Powder 500g,Grocery,North,Online,3,199.5,598.5,UPI,CUST0678
TXN005052,3/27/2025,Bed Sheet Set,Home & Kitchen,South,Offline,1,1446.78,1446.78,Credit Card,CUST0154
TXN000309,3/27/2025,Body Lotion,Beauty & Personal Care,West,Offline,2,231.37,462.74,UPI,CUST0250
TXN005885,3/28/2025,Bluetooth Speaker,Electronics,West,Offline,2,1321.21,2642.42,UPI,CUST0646
TXN003293,3/28/2025,Sunflower Oil 1L,Grocery,East,Offline,4,216.43,865.72,Cash,CUST0452
TXN000331,3/28/2025,Non-Stick Pan,Home & Kitchen,West,Offline,3,984.12,2952.36,Credit Card,CUST0797
TXN000631,3/28/2025,Water Bottle,Home & Kitchen,West,Online,1,215.32,215.32,UPI,CUST0278
TXN001648,3/28/2025,Non-Stick Pan,Home & Kitchen,North,Offline,1,480.09,480.09,UPI,CUST0382
TXN002204,3/28/2025,Bluetooth Speaker,Electronics,South,Offline,4,3366.2,13464.8,Credit Card,CUST0399
TXN002392,3/28/2025,Bed Sheet Set,Home & Kitchen,South,Offline,1,792.82,792.82,Credit Card,CUST0784
TXN000277,3/28/2025,Bed Sheet Set,Home & Kitchen,West,Offline,2,1384.24,2768.48,UPI,CUST0693
TXN004551,3/28/2025,Basmati Rice 5kg,Grocery,East,Online,2,557.61,1115.22,Credit Card,CUST0262
TXN005692,3/28/2025,Hair Oil,Beauty & Personal Care,East,Offline,1,221.65,221.65,UPI,CUST0272
TXN003581,3/28/2025,Sugar 1kg,Grocery,North,Online,3,56.42,169.26,UPI,CUST0155
TXN003666,3/28/2025,Smartwatch,Electronics,North,Offline,2,4019.38,8038.76,Credit Card,CUST0800
TXN005974,3/28/2025,Water Bottle,Home & Kitchen,East,Online,4,379.23,1516.92,Cash,CUST0309
